img_name,predicted_label,confidence
889.jpeg,door_dent,0.6635677218437195
176.jpeg,tail_lamp,0.6635189056396484
167.jpeg,glass_shatter,0.6628562808036804
674.jpeg,door_scratch,0.6626183390617371
780.jpeg,door_dent,0.6615230441093445
1374.jpeg,door_dent,0.6614511609077454
1014.jpeg,door_dent,0.6590498089790344
491.jpeg,glass_shatter,0.6570181846618652
403.jpeg,tail_lamp,0.6566240787506104
71.jpeg,bumper_dent,0.6494761109352112
942.jpeg,door_dent,0.6479303240776062
1161.jpeg,door_scratch,0.6476471424102783
744.jpeg,glass_shatter,0.6471502184867859
952.jpeg,door_dent,0.6469619274139404
1285.jpeg,door_dent,0.6432546973228455
994.jpeg,head_lamp,0.6430145502090454
759.jpeg,door_scratch,0.6426340937614441
404.jpeg,door_dent,0.6420900821685791
1126.jpeg,head_lamp,0.640175998210907
705.jpeg,glass_shatter,0.6365642547607422
73.jpeg,door_dent,0.6350092887878418
726.jpeg,head_lamp,0.6335075497627258
753.jpeg,tail_lamp,0.6326217651367188
1255.jpeg,door_scratch,0.6319066286087036
1029.jpeg,tail_lamp,0.6317358613014221
706.jpeg,door_scratch,0.6307710409164429
1027.jpeg,glass_shatter,0.6300843358039856
365.jpeg,glass_shatter,0.6286996006965637
62.jpeg,glass_shatter,0.6285593509674072
1387.jpeg,tail_lamp,0.6283818483352661
1443.jpeg,tail_lamp,0.6269802451133728
293.jpeg,head_lamp,0.6267824172973633
1159.jpeg,bumper_dent,0.6198506951332092
394.jpeg,tail_lamp,0.6183786392211914
677.jpeg,door_dent,0.6162288784980774
1461.jpeg,door_dent,0.6159579157829285
530.jpeg,tail_lamp,0.6158589124679565
1181.jpeg,door_dent,0.6143789887428284
35.jpeg,door_dent,0.6111111640930176
242.jpeg,glass_shatter,0.6078296899795532
1236.jpeg,glass_shatter,0.6054548621177673
1117.jpeg,head_lamp,0.5995908975601196
951.jpeg,door_dent,0.5951547026634216
1483.jpeg,head_lamp,0.5893542766571045
1051.jpeg,glass_shatter,0.5868465304374695
957.jpeg,glass_shatter,0.5865356922149658
505.jpeg,door_dent,0.585030734539032
1211.jpeg,door_dent,0.5835748910903931
75.jpeg,door_scratch,0.5831724405288696
1164.jpeg,glass_shatter,0.581864595413208
738.jpeg,head_lamp,0.581712007522583
604.jpeg,door_dent,0.5816957950592041
383.jpeg,door_dent,0.5814571380615234
384.jpeg,head_lamp,0.580427885055542
116.jpeg,glass_shatter,0.5793906450271606
1369.jpeg,door_dent,0.5781935453414917
40.jpeg,glass_shatter,0.5769982933998108
1064.jpeg,glass_shatter,0.5762538313865662
749.jpeg,glass_shatter,0.5740337371826172
1083.jpeg,tail_lamp,0.5730332732200623
1479.jpeg,bumper_scratch,0.5722553133964539
1393.jpeg,door_scratch,0.5710911750793457
1132.jpeg,head_lamp,0.5702357292175293
1361.jpeg,bumper_dent,0.5686944127082825
1121.jpeg,glass_shatter,0.5684740543365479
503.jpeg,head_lamp,0.5684105157852173
1207.jpeg,glass_shatter,0.5678843259811401
568.jpeg,head_lamp,0.5676711797714233
57.jpeg,door_dent,0.5664408206939697
331.jpeg,glass_shatter,0.5663263201713562
1250.jpeg,glass_shatter,0.5663263201713562
1454.jpeg,door_dent,0.5639440417289734
1311.jpeg,door_dent,0.5638853907585144
689.jpeg,head_lamp,0.5634148120880127
543.jpeg,door_dent,0.561135470867157
967.jpeg,door_dent,0.5577884316444397
1455.jpeg,door_dent,0.5569248199462891
1168.jpeg,bumper_scratch,0.556780993938446
975.jpeg,door_dent,0.5522133708000183
1167.jpeg,glass_shatter,0.5510680675506592
337.jpeg,glass_shatter,0.5501291751861572
981.jpeg,head_lamp,0.5500547289848328
1428.jpeg,tail_lamp,0.5492452383041382
637.jpeg,head_lamp,0.5468457937240601
479.jpeg,door_dent,0.5463356375694275
636.jpeg,tail_lamp,0.5452933311462402
610.jpeg,glass_shatter,0.5445653200149536
229.jpeg,door_dent,0.5438140630722046
254.jpeg,head_lamp,0.5415046811103821
81.jpeg,glass_shatter,0.5388641953468323
585.jpeg,head_lamp,0.53840571641922
400.jpeg,bumper_dent,0.5365043878555298
297.jpeg,glass_shatter,0.5353450775146484
1142.jpeg,glass_shatter,0.5337117910385132
690.jpeg,glass_shatter,0.5311475992202759
1337.jpeg,door_dent,0.5306011438369751
1094.jpeg,door_scratch,0.5299199223518372
1421.jpeg,door_dent,0.5294573307037354
1233.jpeg,door_dent,0.5276126265525818
339.jpeg,head_lamp,0.5263169407844543
935.jpeg,head_lamp,0.5260483622550964
940.jpeg,glass_shatter,0.5259446501731873
964.jpeg,door_dent,0.5253012180328369
155.jpeg,door_scratch,0.5240956544876099
349.jpeg,glass_shatter,0.5222920775413513
1067.jpeg,glass_shatter,0.51929771900177
264.jpeg,glass_shatter,0.5192276239395142
985.jpeg,glass_shatter,0.5175904035568237
291.jpeg,head_lamp,0.5167776346206665
1319.jpeg,door_dent,0.515263557434082
1273.jpeg,glass_shatter,0.5148856043815613
756.jpeg,tail_lamp,0.5144411325454712
1252.jpeg,glass_shatter,0.5131898522377014
924.jpeg,glass_shatter,0.5125722289085388
805.jpeg,door_scratch,0.5123084783554077
528.jpeg,head_lamp,0.5067920684814453
1104.jpeg,door_scratch,0.5065265893936157
382.jpeg,door_scratch,0.5052555799484253
1363.jpeg,bumper_dent,0.5023943185806274
664.jpeg,glass_shatter,0.5012621879577637
768.jpeg,head_lamp,0.500929057598114
1053.jpeg,tail_lamp,0.4993201792240143
978.jpeg,glass_shatter,0.4991818368434906
1491.jpeg,glass_shatter,0.49696892499923706
328.jpeg,door_dent,0.49627625942230225
751.jpeg,glass_shatter,0.4962587356567383
1467.jpeg,bumper_scratch,0.49465179443359375
605.jpeg,head_lamp,0.4946158826351166
1212.jpeg,door_dent,0.49452582001686096
791.jpeg,door_dent,0.493736207485199
74.jpeg,head_lamp,0.4936811327934265
864.jpeg,head_lamp,0.4916818141937256
94.jpeg,door_dent,0.49132201075553894
660.jpeg,glass_shatter,0.4904216229915619
922.jpeg,bumper_scratch,0.4880206286907196
1257.jpeg,door_scratch,0.48790091276168823
886.jpeg,glass_shatter,0.48752620816230774
990.jpeg,glass_shatter,0.48698681592941284
1426.jpeg,head_lamp,0.48607170581817627
970.jpeg,glass_shatter,0.4846894145011902
613.jpeg,door_dent,0.4843427538871765
333.jpeg,head_lamp,0.4834393560886383
912.jpeg,glass_shatter,0.4823223352432251
1264.jpeg,door_dent,0.48137134313583374
1322.jpeg,door_dent,0.4813534915447235
357.jpeg,glass_shatter,0.48047956824302673
1464.jpeg,head_lamp,0.4802185297012329
710.jpeg,glass_shatter,0.4801613390445709
646.jpeg,bumper_scratch,0.4795974791049957
1265.jpeg,bumper_scratch,0.4795974791049957
500.jpeg,door_dent,0.47907379269599915
238.jpeg,head_lamp,0.4779716432094574
1056.jpeg,door_dent,0.47730687260627747
344.jpeg,door_dent,0.47725749015808105
300.jpeg,door_dent,0.4771844744682312
1440.jpeg,door_dent,0.47709131240844727
1040.jpeg,tail_lamp,0.4769026041030884
432.jpeg,head_lamp,0.4761349856853485
871.jpeg,door_dent,0.4757603704929352
15.jpeg,glass_shatter,0.47503462433815
1078.jpeg,door_scratch,0.4727898836135864
1193.jpeg,glass_shatter,0.47151970863342285
824.jpeg,door_dent,0.47102653980255127
544.jpeg,door_dent,0.46938014030456543
806.jpeg,bumper_dent,0.46933192014694214
91.jpeg,door_dent,0.46842968463897705
1118.jpeg,bumper_dent,0.46703919768333435
763.jpeg,glass_shatter,0.4656994044780731
1489.jpeg,glass_shatter,0.4653908610343933
628.jpeg,tail_lamp,0.4641607403755188
252.jpeg,door_dent,0.4639206826686859
1016.jpeg,door_dent,0.46221449971199036
1474.jpeg,glass_shatter,0.46164101362228394
215.jpeg,glass_shatter,0.4587094485759735
878.jpeg,head_lamp,0.4576609134674072
851.jpeg,glass_shatter,0.4576314687728882
1407.jpeg,glass_shatter,0.4551650881767273
938.jpeg,door_dent,0.4550655484199524
679.jpeg,door_dent,0.45502570271492004
709.jpeg,door_dent,0.45461052656173706
918.jpeg,door_dent,0.45299872756004333
1441.jpeg,head_lamp,0.4513489007949829
822.jpeg,bumper_dent,0.450813889503479
99.jpeg,bumper_dent,0.44971469044685364
255.jpeg,head_lamp,0.4458993971347809
82.jpeg,door_dent,0.4444639980792999
1046.jpeg,door_dent,0.4440000653266907
1246.jpeg,door_scratch,0.44276556372642517
511.jpeg,door_scratch,0.44203370809555054
1354.jpeg,door_dent,0.44171342253685
1471.jpeg,door_scratch,0.4393494129180908
76.jpeg,glass_shatter,0.4370054602622986
826.jpeg,door_scratch,0.4365602731704712
101.jpeg,door_scratch,0.4365503191947937
1382.jpeg,head_lamp,0.43547841906547546
1388.jpeg,door_dent,0.4351067841053009
243.jpeg,glass_shatter,0.434459924697876
1296.jpeg,glass_shatter,0.43416234850883484
211.jpeg,glass_shatter,0.43398818373680115
1293.jpeg,glass_shatter,0.43336132168769836
1037.jpeg,glass_shatter,0.43277618288993835
120.jpeg,door_dent,0.4326404631137848
625.jpeg,door_dent,0.43216344714164734
1409.jpeg,door_scratch,0.4310626685619354
999.jpeg,door_dent,0.42876139283180237
793.jpeg,head_lamp,0.4280886948108673
1183.jpeg,door_dent,0.4276922643184662
225.jpeg,glass_shatter,0.42739641666412354
1208.jpeg,glass_shatter,0.42736902832984924
315.jpeg,door_dent,0.42734208703041077
472.jpeg,glass_shatter,0.4249153435230255
545.jpeg,bumper_scratch,0.4244453012943268
752.jpeg,tail_lamp,0.42289483547210693
224.jpeg,door_dent,0.42228564620018005
399.jpeg,head_lamp,0.4216364324092865
19.jpeg,bumper_dent,0.42084789276123047
1077.jpeg,head_lamp,0.42005375027656555
1480.jpeg,head_lamp,0.42005375027656555
655.jpeg,door_dent,0.4200511574745178
1232.jpeg,door_scratch,0.4181024730205536
616.jpeg,door_dent,0.4178859293460846
1184.jpeg,door_dent,0.4174966812133789
313.jpeg,head_lamp,0.41742798686027527
880.jpeg,door_dent,0.416403591632843
5.jpeg,door_scratch,0.41493305563926697
246.jpeg,glass_shatter,0.4146980047225952
602.jpeg,bumper_scratch,0.4135451912879944
1202.jpeg,door_dent,0.41315844655036926
1302.jpeg,bumper_scratch,0.4128468930721283
380.jpeg,door_dent,0.41181227564811707
7.jpeg,door_dent,0.40973201394081116
1112.jpeg,door_dent,0.40832775831222534
474.jpeg,bumper_scratch,0.4079984128475189
1470.jpeg,bumper_dent,0.40794891119003296
546.jpeg,head_lamp,0.40774089097976685
298.jpeg,door_dent,0.4076877236366272
808.jpeg,door_dent,0.40730050206184387
750.jpeg,tail_lamp,0.4072192907333374
539.jpeg,door_dent,0.4059295058250427
741.jpeg,door_dent,0.40502050518989563
838.jpeg,glass_shatter,0.40486007928848267
1130.jpeg,head_lamp,0.4040640592575073
53.jpeg,head_lamp,0.40387699007987976
205.jpeg,door_dent,0.4015236496925354
132.jpeg,door_dent,0.4008331596851349
127.jpeg,tail_lamp,0.4004579782485962
182.jpeg,door_scratch,0.39965978264808655
1390.jpeg,glass_shatter,0.39945611357688904
33.jpeg,glass_shatter,0.39922863245010376
713.jpeg,head_lamp,0.398528128862381
910.jpeg,bumper_scratch,0.3984859883785248
442.jpeg,door_scratch,0.3981125056743622
1486.jpeg,head_lamp,0.3979681730270386
757.jpeg,bumper_scratch,0.39736059308052063
606.jpeg,door_dent,0.3967529237270355
1108.jpeg,door_dent,0.3954834043979645
465.jpeg,tail_lamp,0.39532288908958435
963.jpeg,door_scratch,0.3944852948188782
1507.jpeg,door_dent,0.39429986476898193
1280.jpeg,door_dent,0.39303842186927795
170.jpeg,head_lamp,0.387746125459671
69.jpeg,head_lamp,0.38615983724594116
228.jpeg,tail_lamp,0.38581305742263794
1210.jpeg,glass_shatter,0.3856872320175171
1344.jpeg,door_scratch,0.3851570188999176
980.jpeg,door_dent,0.38486626744270325
855.jpeg,door_scratch,0.38261932134628296
149.jpeg,door_dent,0.38073447346687317
584.jpeg,glass_shatter,0.3799593150615692
1080.jpeg,door_scratch,0.3796200156211853
1188.jpeg,glass_shatter,0.3790971636772156
676.jpeg,door_dent,0.37860068678855896
348.jpeg,bumper_scratch,0.37815284729003906
1330.jpeg,door_dent,0.3757452666759491
1054.jpeg,tail_lamp,0.37506160140037537
190.jpeg,door_dent,0.37504851818084717
294.jpeg,door_dent,0.3737362027168274
732.jpeg,door_dent,0.3717852830886841
746.jpeg,door_scratch,0.37093380093574524
356.jpeg,door_scratch,0.37083759903907776
131.jpeg,glass_shatter,0.36896347999572754
227.jpeg,door_dent,0.36857494711875916
600.jpeg,door_dent,0.36743471026420593
755.jpeg,bumper_scratch,0.36590340733528137
1496.jpeg,door_dent,0.36463451385498047
271.jpeg,bumper_dent,0.3638462722301483
416.jpeg,head_lamp,0.3633464276790619
841.jpeg,head_lamp,0.36252978444099426
523.jpeg,head_lamp,0.3622119724750519
336.jpeg,door_dent,0.36218297481536865
638.jpeg,glass_shatter,0.36141476035118103
452.jpeg,door_dent,0.3612805902957916
653.jpeg,bumper_scratch,0.36111003160476685
355.jpeg,door_dent,0.3610348701477051
270.jpeg,head_lamp,0.36083149909973145
1030.jpeg,door_dent,0.36063387989997864
84.jpeg,door_scratch,0.3590850830078125
919.jpeg,head_lamp,0.35839641094207764
852.jpeg,glass_shatter,0.3582879602909088
1412.jpeg,door_dent,0.35791781544685364
931.jpeg,door_dent,0.35768550634384155
1368.jpeg,door_scratch,0.3575795888900757
1076.jpeg,head_lamp,0.3574891686439514
31.jpeg,glass_shatter,0.35739243030548096
345.jpeg,door_dent,0.3572295904159546
936.jpeg,door_dent,0.35718268156051636
402.jpeg,door_dent,0.3569648265838623
43.jpeg,door_dent,0.35694971680641174
502.jpeg,door_dent,0.3569255769252777
1328.jpeg,door_dent,0.3554706871509552
949.jpeg,bumper_dent,0.35545027256011963
38.jpeg,door_dent,0.3550680875778198
423.jpeg,bumper_scratch,0.3549477458000183
1371.jpeg,head_lamp,0.35429683327674866
495.jpeg,tail_lamp,0.3532138168811798
571.jpeg,bumper_scratch,0.3527771830558777
262.jpeg,tail_lamp,0.35206425189971924
312.jpeg,door_dent,0.35201478004455566
557.jpeg,door_scratch,0.3519432544708252
771.jpeg,head_lamp,0.3515985310077667
1398.jpeg,door_dent,0.35140323638916016
126.jpeg,bumper_dent,0.34986674785614014
257.jpeg,door_scratch,0.34978511929512024
1160.jpeg,door_dent,0.34904003143310547
330.jpeg,door_dent,0.34900277853012085
1270.jpeg,door_dent,0.34825772047042847
54.jpeg,door_dent,0.3467065393924713
877.jpeg,door_scratch,0.34622031450271606
803.jpeg,door_dent,0.34508880972862244
830.jpeg,head_lamp,0.34505680203437805
130.jpeg,door_dent,0.3433742821216583
620.jpeg,door_scratch,0.3432847857475281
287.jpeg,head_lamp,0.3431432545185089
1143.jpeg,head_lamp,0.34313562512397766
0.jpeg,glass_shatter,0.3429613411426544
447.jpeg,bumper_dent,0.34292545914649963
973.jpeg,door_dent,0.3426738977432251
381.jpeg,bumper_dent,0.34250813722610474
478.jpeg,door_scratch,0.3408133089542389
908.jpeg,tail_lamp,0.34076595306396484
1149.jpeg,door_dent,0.3401012122631073
428.jpeg,head_lamp,0.3399265706539154
258.jpeg,door_dent,0.33889734745025635
216.jpeg,glass_shatter,0.33866748213768005
1178.jpeg,glass_shatter,0.3385739326477051
80.jpeg,door_dent,0.337966650724411
1239.jpeg,door_dent,0.3376469016075134
322.jpeg,tail_lamp,0.3372281491756439
927.jpeg,door_scratch,0.3362202048301697
177.jpeg,head_lamp,0.3357449173927307
715.jpeg,glass_shatter,0.33509308099746704
992.jpeg,glass_shatter,0.3334205150604248
405.jpeg,door_dent,0.3316603899002075
443.jpeg,door_scratch,0.33094894886016846
113.jpeg,head_lamp,0.3306472897529602
684.jpeg,door_scratch,0.33059990406036377
1170.jpeg,door_dent,0.32682034373283386
971.jpeg,head_lamp,0.3261272609233856
685.jpeg,door_dent,0.3259320557117462
1295.jpeg,head_lamp,0.32449662685394287
1031.jpeg,head_lamp,0.32380685210227966
615.jpeg,door_dent,0.32300734519958496
556.jpeg,glass_shatter,0.3223794102668762
917.jpeg,bumper_scratch,0.3218974769115448
272.jpeg,bumper_scratch,0.32185494899749756
1334.jpeg,head_lamp,0.3216142952442169
1420.jpeg,glass_shatter,0.3203745186328888
366.jpeg,bumper_dent,0.3202252984046936
1433.jpeg,bumper_scratch,0.3200635015964508
1157.jpeg,door_scratch,0.31974759697914124
722.jpeg,door_dent,0.3195248246192932
440.jpeg,head_lamp,0.31878790259361267
343.jpeg,glass_shatter,0.3184542655944824
134.jpeg,head_lamp,0.31805917620658875
798.jpeg,head_lamp,0.3174133896827698
1237.jpeg,glass_shatter,0.31672102212905884
37.jpeg,glass_shatter,0.3147841989994049
119.jpeg,door_scratch,0.31461822986602783
717.jpeg,door_dent,0.31382888555526733
1263.jpeg,head_lamp,0.31323322653770447
1206.jpeg,bumper_dent,0.31184542179107666
1268.jpeg,head_lamp,0.3114278018474579
1403.jpeg,door_dent,0.31108132004737854
1215.jpeg,bumper_scratch,0.31046199798583984
913.jpeg,door_scratch,0.31031590700149536
1357.jpeg,glass_shatter,0.31004106998443604
79.jpeg,door_dent,0.3099985122680664
1477.jpeg,door_dent,0.30955174565315247
1194.jpeg,bumper_scratch,0.30946484208106995
1124.jpeg,head_lamp,0.3079394996166229
743.jpeg,glass_shatter,0.3065272569656372
929.jpeg,bumper_scratch,0.3062281012535095
128.jpeg,glass_shatter,0.30580976605415344
1488.jpeg,bumper_scratch,0.30441877245903015
1278.jpeg,door_dent,0.30222150683403015
839.jpeg,bumper_dent,0.30158868432044983
1061.jpeg,glass_shatter,0.30132928490638733
658.jpeg,door_dent,0.30119508504867554
1286.jpeg,bumper_scratch,0.3011135756969452
198.jpeg,glass_shatter,0.3010568618774414
1182.jpeg,head_lamp,0.30052682757377625
549.jpeg,head_lamp,0.29965177178382874
1282.jpeg,bumper_scratch,0.2995961010456085
1410.jpeg,glass_shatter,0.29895085096359253
107.jpeg,head_lamp,0.29879358410835266
1404.jpeg,door_dent,0.29873761534690857
230.jpeg,door_dent,0.2979923188686371
61.jpeg,head_lamp,0.2960372269153595
599.jpeg,glass_shatter,0.29551568627357483
268.jpeg,door_scratch,0.2944405674934387
1052.jpeg,tail_lamp,0.2921997606754303
1487.jpeg,door_dent,0.29204443097114563
1115.jpeg,door_dent,0.29198774695396423
433.jpeg,door_dent,0.291275292634964
954.jpeg,glass_shatter,0.291273295879364
123.jpeg,glass_shatter,0.2911240756511688
1375.jpeg,glass_shatter,0.2901259660720825
1342.jpeg,head_lamp,0.28936731815338135
853.jpeg,glass_shatter,0.2878800928592682
1096.jpeg,door_dent,0.28785234689712524
1288.jpeg,head_lamp,0.2876727879047394
1509.jpeg,glass_shatter,0.28750741481781006
1169.jpeg,door_dent,0.2872437536716461
700.jpeg,door_dent,0.28713417053222656
939.jpeg,door_dent,0.2868991196155548
597.jpeg,glass_shatter,0.28551554679870605
1505.jpeg,glass_shatter,0.2854231595993042
1492.jpeg,door_dent,0.2851894497871399
1422.jpeg,door_scratch,0.28492483496665955
412.jpeg,tail_lamp,0.2845718562602997
1417.jpeg,door_scratch,0.28339332342147827
1003.jpeg,head_lamp,0.28309956192970276
1218.jpeg,head_lamp,0.28188687562942505
138.jpeg,door_dent,0.2805423438549042
937.jpeg,glass_shatter,0.27927166223526
661.jpeg,tail_lamp,0.2792343199253082
1102.jpeg,door_scratch,0.2789715528488159
240.jpeg,door_scratch,0.2784406542778015
772.jpeg,door_dent,0.2766420543193817
199.jpeg,glass_shatter,0.2760423719882965
930.jpeg,bumper_scratch,0.27376043796539307
342.jpeg,door_scratch,0.272939532995224
796.jpeg,door_dent,0.27254655957221985
819.jpeg,door_scratch,0.271983802318573
538.jpeg,tail_lamp,0.2682400941848755
928.jpeg,door_dent,0.2682361900806427
269.jpeg,door_dent,0.26797303557395935
265.jpeg,door_scratch,0.26789528131484985
352.jpeg,door_dent,0.26724866032600403
326.jpeg,tail_lamp,0.2662847638130188
1234.jpeg,door_dent,0.26589879393577576
471.jpeg,door_scratch,0.26554766297340393
1148.jpeg,tail_lamp,0.2636604905128479
1299.jpeg,bumper_scratch,0.26093730330467224
665.jpeg,door_scratch,0.2594872713088989
1133.jpeg,door_dent,0.25564852356910706
362.jpeg,door_dent,0.2556474506855011
617.jpeg,door_dent,0.2550571858882904
904.jpeg,door_scratch,0.2532501220703125
1304.jpeg,bumper_scratch,0.25246015191078186
4.jpeg,bumper_scratch,0.25084784626960754
250.jpeg,door_dent,0.25059396028518677
142.jpeg,door_scratch,0.25058427453041077
972.jpeg,glass_shatter,0.24969980120658875
25.jpeg,bumper_dent,0.2464442104101181
180.jpeg,head_lamp,0.24481098353862762
1376.jpeg,bumper_dent,0.24420329928398132
1059.jpeg,glass_shatter,0.24342428147792816
532.jpeg,glass_shatter,0.24230486154556274
1254.jpeg,glass_shatter,0.24166394770145416
309.jpeg,glass_shatter,0.23983022570610046
118.jpeg,glass_shatter,0.23955672979354858
1294.jpeg,door_dent,0.23950524628162384
168.jpeg,door_scratch,0.2361370474100113
1197.jpeg,head_lamp,0.23600059747695923
1326.jpeg,glass_shatter,0.23313158750534058
783.jpeg,door_scratch,0.23215815424919128
191.jpeg,head_lamp,0.22159335017204285
827.jpeg,head_lamp,0.2208983302116394
241.jpeg,glass_shatter,0.20634949207305908
104.jpeg,tail_lamp,0.20094682276248932
430.jpeg,bumper_scratch,0.1991529017686844
1321.jpeg,door_dent,0.19514478743076324
